SMILES,AVG % Inhibition at 20 uM,STD DEV % Inhibition at 20 uM,N at 20 uM,AVG % Inhibition at 50 uM,STD DEV % Inhibition at 50 uM,N at 50 uM,CID
COCC1CCN(c2ccc(S(N)(=O)=O)cc2)CC1,,,,3.85,0.718,2,WAR-XCH-b72a1bbc-23
NS(=O)(=O)c1ccc(N2CCC([C@@H]3CCCO3)CC2)cc1,,,,4.23,0.489,2,WAR-XCH-b72a1bbc-18
NS(=O)(=O)c1ccc(N2CCC(N3CCCCC3)CC2)cc1,,,,2.3,0.42100000000000004,2,WAR-XCH-b72a1bbc-10
NS(=O)(=O)c1ccc(N2CCSCC2)cc1,,,,12.8,0.9590000000000001,2,WAR-XCH-b72a1bbc-1
NS(=O)(=O)c1ccc(N2CCC(Nc3ccccc3)CC2)cc1,,,,-2.59,3.83,2,WAR-XCH-b6889685-29
NS(=O)(=O)c1ccc(N2CCC(Nc3ccc(F)cc3)CC2)cc1,,,,2.89,0.41100000000000003,2,WAR-XCH-b6889685-26
CCOCC1CCN(c2ccc(S(N)(=O)=O)cc2)CC1,,,,0.838,0.312,2,WAR-XCH-b6889685-20
Cc1ccc(C)c(S(=O)(=O)N2CCN(C(=O)CCl)CC2)c1,,,,94.5,0.405,2,AAR-POS-0daf6b7e-3
COC(=O)c1sc(NS(=O)(=O)c2ccc(CF)cc2)nc1C(C)(C)C,,,,9.22,3.77,2,VIJ-CYC-1a381570-13
CC(C)[C@@H](C#N)NS(=O)(=O)c1ccc(CF)cc1,,,,22.6,1.08,2,VIJ-CYC-1a381570-12
C=CC(=O)NCc1ccc(C(C)NC(=O)OC(C)(C)C)cc1,,,,3.94,4.74,2,VIJ-CYC-1a381570-10
O=C(NCCN1CCN(c2ccccc2)CC1)NCc1ccccn1,,,,-11.4,8.64,2,TRI-UNI-97428359-1
C#CCN1CCN(C(=O)CCl)CC1,,,,24.9,3.22,2,TOB-UNK-c2aba166-1
O=C(CCl)N1CCN(C(c2ccccc2)c2ccccc2)CC1,,,,102.0,0.34,2,SIM-SYN-f15aaa3a-1
CCC(C)(C)CCN(Cc1ccsc1)C(=O)Cn1nnc2ccccc21,,,,40.2,1.75,2,RUT-UNI-630c5802-20
CS(=O)(=O)NCCCN1CCCc2ccc(S(N)(=O)=O)cc21,,,,-1.74,4.03,2,PET-SGC-abcbce68-1
Cc1ccncc1NC(=O)CCNC(=O)c1ccccc1F,,,,15.4,1.68,2,PET-SGC-2e937068-1
O=S(=O)(NCCc1ccccc1)c1ccoc1,,,,-0.46799999999999997,0.836,2,MIH-UNI-6b9ca91a-6
O=C(CCl)N1CCN(Cc2cccc3ccccc23)CC1,,,,105.0,1.63,2,AAR-POS-d2a4d1df-40
O=C(CCl)N1CCN(Cc2cccc(Cl)c2)CC1,,,,100.0,0.0832,2,AAR-POS-d2a4d1df-35
C=CC(=O)N1CCN(C(=O)c2cccc(Cl)c2)CC1,,,,4.79,2.05,2,MED-COV-4280ac29-14
CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@H](C(=O)NCC(=O)C=[N+]=[N-])C(C)C,,,,10.4,2.36,2,MAT-POS-bfefc3ea-3
O=C(c1cc(=O)[nH]c2ccccc12)N1CCN(c2ccccc2)CC1,,,,81.8,1.66,2,MAT-POS-916a2c5a-4
CS(=O)(=O)Nc1cccc(C(=O)Oc2cccc(N3CCCC3=O)c2)c1,,,,32.0,1.8,2,MAK-UNK-9159f8ed-7
CC(=O)N1CCN(S(=O)(=O)C2=CC[SH]=C2)CC1,,,,0.733,0.537,2,MAK-UNK-23561bf6-1
Cc1ccncc1NC(=O)c1ccc(NC(=O)Nc2cccnc2)cc1,,,,-0.9259999999999999,2.18,2,MAK-UNK-129dcd6f-12
Cc1ccncc1NC(=O)c1cccc(NC(=O)Nc2cccnc2)c1,,,,10.6,0.2,2,MAK-UNK-129dcd6f-11
CC(=O)N1CCN(Cc2cc(O)cc(Cl)c2)CC1,,,,7.39,2.3,2,KIM-UNI-2ee5d8f9-1
C=CC(=O)N1CCCC(c2nc3ccccc3s2)C1,,,,2.57,2.14,2,JOO-IND-b13e14cc-1
C[C@H](NC(=O)[C@@H](C)c1ccc(F)c(F)c1)c1cccc(F)c1,,,,8.92,0.141,2,JON-UIO-066ce08b-7
O=C(C1CCCN1C(=O)c1ccccc1)N1CCOCC1,,,,-1.33,0.0464,2,GIA-UNK-d2defdc3-6
CN1CCC(C(=O)NC2CCCCC2NC(=O)c2ccccc2)CC1,,,,0.89,4.23,2,GIA-UNK-d2defdc3-4
O=C(NC1CCCCC1NC(=O)c1ccncc1)c1ccccc1,,,,12.0,0.431,2,GIA-UNK-d2defdc3-2
CNC(=O)OC1CCN(Cc2ccccc2)CC1,,,,22.1,0.43,2,GIA-UNK-595fac82-5
CNC(=O)OC1CCN(S(=O)(=O)c2ccccc2)CC1,,,,-1.43,0.802,2,GIA-UNK-595fac82-4
CNC(=O)OC1CCN(C(=O)c2ccncc2)CC1,,,,5.88,1.84,2,GIA-UNK-595fac82-3
CNC(=O)OC1CCN(C(=O)c2ccccc2)CC1,,,,0.862,1.05,2,GIA-UNK-595fac82-2
O=C(CC(=O)Nc1ccncc1)Nc1ccccc1,,,,-16.6,6.58,2,GIA-UNK-3f36037a-7
O=C(CC(=O)N1CCOCC1)Nc1ccccc1,,,,6.66,1.94,2,GIA-UNK-3f36037a-2
O=C(C1CCN(c2ccncc2)CC1)N1CCS(=O)(=O)CC1,,,,13.0,2.79,2,GIA-UNK-30c7cb75-3
O=C(C1CCN(c2ccncc2)CC1)N1CCOCC1,,,,1.67,0.794,2,GIA-UNK-30c7cb75-2
O=C(C1CCN(c2ccncc2)CC1)N1CCCCC1,,,,14.7,2.39,2,GIA-UNK-30c7cb75-1
Cc1ccncc1NC(=O)CC(C)(C)NC(=O)c1cccc2[nH]ccc12,,,,3.87,0.647,2,GAB-REV-70cc3ca5-6
Cc1ccncc1NC(=O)CCNc1ccc(S(N)(=O)=O)cc1,,,,6.53,1.08,2,GAB-REV-70cc3ca5-3
CC(=O)NCCc1cn(CC(=O)N2CCOCC2)c2ccccc12,,,,3.44,2.95,2,DUN-NEW-f8ce3686-13
NC(=O)[C@@H]1CN(Cc2cccnc2)C[C@H]1c1ccccc1,,,,7.36,0.257,2,DUN-NEW-d8381160-1
O=C(CCl)NC(CO)c1cccc(Cl)c1,,,,41.5,0.9390000000000001,2,DAV-CRI-3edb475e-4
CNCc1c[nH]c2ccc(F)cc12,,,,37.9,0.13,2,DAR-DIA-eace69ff-36
Cc1cnc(CC(=O)Nc2cccnc2)o1,,,,6.13,0.809,2,DAR-DIA-842b4336-16
N#Cc1cccc(NC(=O)Nc2cncc(N)c2)c1,,,,59.9,6.01,2,DAR-DIA-23aa0b97-8
O=C(Nc1cccnc1)Nc1cncc(Cl)c1,,,,8.99,2.75,2,DAR-DIA-23aa0b97-15
Nc1cncc(NC(=O)Nc2cccc(Cl)c2)c1,,,,38.7,0.6940000000000001,2,DAR-DIA-23aa0b97-13
N#Cc1cccc(NC(=O)Nc2c[nH]c3ncccc23)c1,,,,49.3,2.37,2,DAR-DIA-23aa0b97-11
NC(=O)CCN(C(=O)CCl)C1CCS(=O)(=O)C1,,,,31.4,13.1,2,DAN-PUR-6788a628-2
O=C(CC1(c2ccccc2)CCCC1)Nc1cccnc1,,,,26.9,2.65,2,CHR-SOS-f7373dd1-4
O=C(Nc1ccc([N+](=O)[O-])cc1Cl)c1cc(Cl)ccc1O,,,,18.2,7.97,2,CHR-SOS-7098f804-1
CS(=O)(=O)NCC[C@H]1CCCCN1CC(=O)Nc1cccnc1,,,,-4.5,4.45,2,BEN-DND-362d364a-10
Cc1cccc(-c2nnnn2C2CC2C)c1NC(=O)CCc1cccnc1,,,,12.4,0.434,2,BAR-COM-4e090d3a-8
CC(NC(=O)C(Cc1ccccc1)NC(=O)c1ccco1)c1ncco1,,,,7.46,0.9329999999999999,2,BAR-COM-4e090d3a-7
O=C(Nc1cccc(-c2cc[nH]n2)c1)C(O)c1cccnc1,,,,13.8,2.02,2,BAR-COM-4e090d3a-68
CC1CCCC(OCc2cccc(NC(=O)NC(C)c3ccn[nH]3)c2)C1,,,,-4.38,2.03,2,BAR-COM-4e090d3a-63
Cn1nncc1CC(=O)NC(c1ccccc1)c1nc2ccccc2n1C,,,,66.6,2.45,2,BAR-COM-4e090d3a-6
O=C(Nc1ccccc1NS(=O)(=O)c1ccc(F)cc1)C(O)c1cccnc1,,,,39.3,1.55,2,BAR-COM-4e090d3a-57
CC(OCC1CCCCO1)C(=O)N(CCc1ccccc1)Cc1cccnc1,,,,14.1,0.18899999999999997,2,BAR-COM-4e090d3a-55
CC(C(=O)Nc1cccc(OC2CC(=O)N2)c1)c1cnccn1,,,,3.22,5.06,2,BAR-COM-4e090d3a-53
Cn1cncc1CNC(=O)Nc1cccc(OCC(F)F)n1,,,,27.6,5.57,2,BAR-COM-4e090d3a-52
O=C(Cc1ccccc1OC1CCOC1)OCc1cnn[nH]1,,,,9.34,3.4,2,BAR-COM-4e090d3a-50
Nc1ncncc1CNC(=O)Nc1ccccc1OCCn1ccnc1,,,,14.3,13.5,2,BAR-COM-4e090d3a-5
Cn1cc(CNC(=O)N(CCc2ccccc2)Cc2cccnc2)nn1,,,,3.88,1.33,2,BAR-COM-4e090d3a-47
CC1CC(C)CN(C(=O)c2ccccc2NC(=O)NCc2ccoc2)C1,,,,-2.25,2.31,2,BAR-COM-4e090d3a-44
Cc1noc(CC(NC(=O)C(C)Cn2ccnc2)c2ccccc2)n1,,,,14.8,1.2,2,BAR-COM-4e090d3a-38
COC(=O)C(Cc1ccccc1)C(C)NC(=O)C(C)n1ccnc1,,,,-2.6,2.81,2,BAR-COM-4e090d3a-36
O=C(Cc1cccnc1Br)Nc1cccc(OCCn2cncn2)c1,,,,13.6,1.91,2,BAR-COM-4e090d3a-35
O=C(NCc1cccnn1)NC(Cc1ccccc1)c1cccs1,,,,-3.45,2.61,2,BAR-COM-4e090d3a-29
CCC(NC(=O)NCc1cnccn1)c1ccccc1OCC(=O)N1CCCC1,,,,1.22,0.5539999999999999,2,BAR-COM-4e090d3a-27
CC(NC(=O)c1ccccc1OC1CCCCC1)c1cnccn1,,,,-3.41,4.65,2,BAR-COM-4e090d3a-26
COc1cc(CNC(=O)Cc2ncc[nH]2)c2ccccc2n1,,,,-23.6,6.33,2,BAR-COM-4e090d3a-22
O=C(NC(Cc1ccccc1)C(=O)NCc1ccno1)OCc1ccccc1,,,,7.1,6.22,2,BAR-COM-4e090d3a-19
CCc1nnnn1-c1ccccc1NC(=O)C1(c2cncc(Br)c2)CC1,,,,7.51,1.8,2,BAR-COM-4e090d3a-16
O=C(NCCNc1cccnn1)c1ccccc1NS(=O)(=O)c1cc(F)ccc1F,,,,25.2,0.484,2,BAR-COM-4e090d3a-10
CS(=O)(=O)NCCc1ccccc1O,,,,-5.0,3.41,2,ANT-DIA-b7f58f21-3
Cc1ccncc1NC(=O)Nc1ccccc1,,,,5.51,4.97,2,ALE-HEI-f28a35b5-1
