SMILES,external_ID,CDD_ID,shipment_ID,catalog_ID,purity,volume(uL),concentration(mM),plate_ID,well,stereochemistry,PostEra_comments,Batch ID,"Amount, mg (left)"
O=C(NC=1C=CC=NC1)NC=2C=NC=C(C#N)C2,CHR-SOS-363cfb78-1,CVD-0000547,CHR-SOS-363-1,Z4444621855,97.66,40,20,1181202-Y40-04,A03,Achiral,,UNK,UNK
CC=1C=CN=CC1NC(=O)CCC2=NC=3C=C(Cl)C=CC3O2,GAB-REV-70cc3ca5-22,CVD-0001228,GAB-REV-70c-22,Z4444622014,100.0,40,20,1181202-Y40-04,B03,Achiral,,UNK,UNK
CC=1C=CC(NC(=O)CC=2C=CC=C(Cl)C2)=CN1,EDG-MED-0da5ad92-13,CVD-0004769,EDG-MED-0da5ad92-13,Z1460846673,100.0,40,20,1181202-Y40-04,C03,Achiral,,UNK,UNK
CC=1C=NC=C(NC(=O)CC=2C=CC=C(Cl)C2)C1,EDG-MED-0da5ad92-12,CVD-0004768,EDG-MED-0da5ad92-12,Z1354993587,100.0,40,20,1181202-Y40-04,D03,Achiral,,UNK,UNK
ClC=1C=NN(CCN2C(=NN=C2N3CCNC(=O)C3)C4CCC(=O)N4)C1,KUS-THE-322b9b63-7,CVD-0001837,KUS-THE-322-7,Z4466167933,98.06,40,20,1181202-Y40-04,E03,Racemic or presumed racemic or meso,,UNK,UNK
CC=1NN=CC1NC(=O)CC=2C=CC=C(Cl)C2,EDG-MED-0da5ad92-21,CVD-0004778,EDG-MED-0da5ad92-21,Z4198291056,100.0,40,20,1181202-Y40-04,F03,Achiral,,UNK,UNK
CC1=NC(CCN2C(=NN=C2N3CCOC(C)(C)C3)C4CCC(=O)N4)=NN1,KUS-THE-322b9b63-5,CVD-0001835,KUS-THE-322-5,Z4466167917,91.95,40,20,1181202-Y40-04,G03,Racemic or presumed racemic or meso,,UNK,UNK
CC=1C=CN=CC1NC(=O)CC=2C=CC=C(Br)C2,JAN-GHE-83b26c96-12,CVD-0004625,JAN-GHE-83b26c96-12,Z1129289393,96.21,40,20,1181202-Y40-04,H03,Achiral,,UNK,UNK
CCOCC(=O)NCC=1C=CC(CNC(=O)CN2N=NC=3C=CC=CC23)=CC1,AAR-POS-8a4e0f60-4,CVD-0004087,m_275592____14114838____15844248____13186276,Z4473878692,92.72,40,20,1181202-Y40-04,I03,Achiral,,UNK,UNK
NC(=O)C1CCN(CC1)C2=NN=C(C3CCC(=O)N3)N2CCC=4C=C(F)C=C(F)C4,KUS-THE-322b9b63-16,CVD-0001822,KUS-THE-322-16,Z4466167883,91.09,40,20,1181202-Y40-04,J03,Racemic or presumed racemic or meso,,UNK,UNK
